name,description
SSP1_SPA1_19I_LIRE_LB,"SSP1_SPA1_19I_LIRE_LB describes a future shaped by complex interactions between development patterns and climate challenges. It continues by capturing how greenhouse‑gas trajectories evolve in response to varied ambition levels, where energy transitions, behavioral responses, and policy measures collectively determine system evolution. Keywords: 19i, climate scenario, emissions pathway, energy transition, global model scenario, lb, lire, mitigation pathway, policy scenario, shared socioeconomic pathway 1, spa1, ssp1, technology scenario"
SSP1_SPA1_19I_RE,"SSP1_SPA1_19I_RE envisions a future defined by changing priorities in sustainability, development, and resource use. It continues by exploring alternative decarbonization speeds and atmospheric concentration pathways, while incorporating distinct assumptions about innovation, energy systems, and governance choices. Keywords: 19i, climate scenario, emissions pathway, energy transition, global model scenario, mitigation pathway, policy scenario, re, shared socioeconomic pathway 1, spa1, ssp1, technology scenario"
SSP1_SPA1_19I_RE_LB,"SSP1_SPA1_19I_RE_LB describes a future shaped by complex interactions between development patterns and climate challenges. It continues by exploring alternative decarbonization speeds and atmospheric concentration pathways, while incorporating distinct assumptions about innovation, energy systems, and governance choices. Keywords: 19i, climate scenario, emissions pathway, energy transition, global model scenario, lb, mitigation pathway, policy scenario, re, shared socioeconomic pathway 1, spa1, ssp1, technology scenario"
SSP1_SPA1_26I_D,"SSP1_SPA1_26I_D represents a pathway influenced by global dynamics across society, technology, and policy systems. It continues by exploring alternative decarbonization speeds and atmospheric concentration pathways, and reflects the combined influence of technological change, resource availability, and policy direction. Keywords: 26i, climate scenario, d, emissions pathway, energy transition, global model scenario, mitigation pathway, policy scenario, shared socioeconomic pathway 1, spa1, ssp1, technology scenario"
SSP1_SPA1_26I_LI,"SSP1_SPA1_26I_LI represents a pathway influenced by global dynamics across society, technology, and policy systems. It continues by capturing how greenhouse‑gas trajectories evolve in response to varied ambition levels, where energy transitions, behavioral responses, and policy measures collectively determine system evolution. Keywords: 26i, climate scenario, emissions pathway, energy transition, global model scenario, li, mitigation pathway, policy scenario, shared socioeconomic pathway 1, spa1, ssp1, technology scenario"
SSP1_SPA1_26I_LIRE,"SSP1_SPA1_26I_LIRE illustrates a world undergoing structural transitions driven by long-term economic and demographic trends. It continues by analyzing the progression of global warming outcomes under its particular policy and technology mix, where energy transitions, behavioral responses, and policy measures collectively determine system evolution. Keywords: 26i, climate scenario, emissions pathway, energy transition, global model scenario, lire, mitigation pathway, policy scenario, shared socioeconomic pathway 1, spa1, ssp1, technology scenario"
SSP1_SPA1_26I_RE,"SSP1_SPA1_26I_RE describes a future shaped by complex interactions between development patterns and climate challenges. It continues by examining how emissions shift under differing mitigation intensities and climate targets, and reflects the combined influence of technological change, resource availability, and policy direction. Keywords: 26i, climate scenario, emissions pathway, energy transition, global model scenario, mitigation pathway, policy scenario, re, shared socioeconomic pathway 1, spa1, ssp1, technology scenario"
SSP1_SPA1_34I_D,"SSP1_SPA1_34I_D represents a pathway influenced by global dynamics across society, technology, and policy systems. It continues by capturing how greenhouse‑gas trajectories evolve in response to varied ambition levels, and integrates sector‑specific transformations spanning power, transport, industry, and land systems. Keywords: 34i, climate scenario, d, emissions pathway, energy transition, global model scenario, mitigation pathway, policy scenario, shared socioeconomic pathway 1, spa1, ssp1, technology scenario"
SSP1_SPA1_34I_LI,"SSP1_SPA1_34I_LI represents a pathway influenced by global dynamics across society, technology, and policy systems. It continues by exploring alternative decarbonization speeds and atmospheric concentration pathways, and integrates sector‑specific transformations spanning power, transport, industry, and land systems. Keywords: 34i, climate scenario, emissions pathway, energy transition, global model scenario, li, mitigation pathway, policy scenario, shared socioeconomic pathway 1, spa1, ssp1, technology scenario"
SSP1_SPA1_34I_LIRE,"SSP1_SPA1_34I_LIRE portrays an evolving global landscape shaped by shifting economic, social, and environmental pressures. It continues by exploring alternative decarbonization speeds and atmospheric concentration pathways, with outcomes shaped by the uptake of clean technologies, shifting market signals, and institutional decisions. Keywords: 34i, climate scenario, emissions pathway, energy transition, global model scenario, lire, mitigation pathway, policy scenario, shared socioeconomic pathway 1, spa1, ssp1, technology scenario"
SSP1_SPA1_34I_RE,"SSP1_SPA1_34I_RE illustrates a world undergoing structural transitions driven by long-term economic and demographic trends. It continues by exploring alternative decarbonization speeds and atmospheric concentration pathways, with outcomes shaped by the uptake of clean technologies, shifting market signals, and institutional decisions. Keywords: 34i, climate scenario, emissions pathway, energy transition, global model scenario, mitigation pathway, policy scenario, re, shared socioeconomic pathway 1, spa1, ssp1, technology scenario"
